listing_id,date_clean,days_since_launch,weeks_since_launch,status,final_model,final_storage,battery_clean,prompt_grade,grade,price,title,url,description
220907279,2025-10-24,742,107,판매완료,Pro,,95.0,B,Unknown,760000,아이폰 15 프로 화이트 티타늄 배터리95%,https://web.joongna.com/product/220907279,
220736861,2025-10-23,741,106,판매완료,Pro Max,512.0,100.0,A,Unknown,1050000,아이폰15프로맥스 512 블루(배터리100),https://web.joongna.com/product/220736861,
221004807,2025-10-22,740,106,예약중,Pro,128.0,89.0,C,Unknown,630000,아이폰 15프로 128기가 화이트티타늄,https://web.joongna.com/product/221004807,"24년 봄부터 사용하다가
기변으로 판매합니다.
자급제폰입니다

케이스 항시 끼고다녀셔
생활기스? 눈에 안보이는 기스는 있을수 있지만
외관상 새폰만큼 깔끔합니다

배터리 효율89프로입니다.
보통 6개월-1년 사용하시고 리퍼하시는듯

인천역 직거래합니다
택배시 택배비 본인부담
안심소포 6000원 입니다.
파손위험때문에 안심소포 추천드립니다
중고나라는 안전한 거래 문화를 위해 노력합니다.
사기 예방을 위해 개인정보나 거래 정보를 주고받는 행위는 이용이 제한될 수 있습니다.
안전한 거래를 위해 안심결제를 이용해 주세요."
220579652,2025-10-22,740,106,판매완료,Pro,256.0,87.0,B,Unknown,1050000,아이폰15프로 / 256GB / 87% / 8-8,https://web.joongna.com/product/220579652,
220579633,2025-10-22,740,106,판매완료,Normal,128.0,87.0,A,A (Like New),695000,아이폰15/특S급/128GB/87%/8-12,https://web.joongna.com/product/220579633,
220579644,2025-10-22,740,106,판매완료,Pro,256.0,87.0,B,Unknown,1050000,아이폰15프로 / 256GB / 87% / 8-9,https://web.joongna.com/product/220579644,
220796975,2025-10-21,739,106,판매완료,Normal,256.0,100.0,A,Unknown,650000,아이폰15블루 256기가 배터리성능100%,https://web.joongna.com/product/220796975,
220674005,2025-10-21,739,106,판매완료,Pro,256.0,95.0,B,Unknown,850000,아이폰 15 프로 256 내추럴 배터리95퍼,https://web.joongna.com/product/220674005,
220880369,2025-10-19,737,106,판매완료,Pro,256.0,97.0,B,Unknown,890000,iPhone 15 Pro 256 네추럴 티타늄 97%,https://web.joongna.com/product/220880369,
220631054,2025-10-19,737,106,판매완료,Pro,256.0,100.0,A,Unknown,900000,아이폰 15프로 / 256 / 배터리성능 100% /,https://web.joongna.com/product/220631054,
220682167,2025-10-19,737,106,판매완료,Pro,1024.0,89.0,B,Unknown,920000,아이폰15프로 1테라 블루티타늄 89%판매,https://web.joongna.com/product/220682167,
220851457,2025-10-18,736,106,판매완료,Pro,128.0,89.0,B,Unknown,730000,아이폰 15 프로 내추럴티타늄 128GB 배터리 89%,https://web.joongna.com/product/220851457,
220848340,2025-10-18,736,106,판매완료,Pro,512.0,100.0,A,Unknown,950000,[배터리 100%]아이폰15프로 티타늄 512 리퍼제품,https://web.joongna.com/product/220848340,
220738908,2025-10-18,736,106,예약중,Pro,1024.0,88.0,A,Unknown,1000000,아이폰 15 Pro 블루 1테라 애케플 포함,https://web.joongna.com/product/220738908,"아이폰 15 Pro 블루 1테라판매합니다

배터리 성능 상태는 88%입니다.
AppleCare+는 25년 10월 24일까지 유효합니다

아직 사용 중이라 거래는 17 프로 도착하는 일요일에 가능합니다. 

용량커서 브이로그 용으로 잘썼습니다. 

리퍼 받고 선믈하시거나 새제품으로 쓰실분들 추천드립니다.

금액조정 가능하니 무늬 주세요~
중고나라는 안전한 거래 문화를 위해 노력합니다.
사기 예방을 위해 개인정보나 거래 정보를 주고받는 행위는 이용이 제한될 수 있습니다.
안전한 거래를 위해 안심결제를 이용해 주세요."
220806672,2025-10-18,736,106,판매완료,Pro,512.0,90.0,B,Unknown,880000,아이폰15Pro 512기가 네추럴티타늄 배터리 90%,https://web.joongna.com/product/220806672,
220827907,2025-10-18,736,106,판매완료,Pro Max,512.0,100.0,A,Unknown,1100000,아이폰15 프로맥스512G(애케플)밧데리100%,https://web.joongna.com/product/220827907,
220741269,2025-10-15,733,105,판매완료,Normal,256.0,90.0,B,Unknown,500000,아이폰15 핑크 256기가 배터리성능90% 판매합니당!,https://web.joongna.com/product/220741269,
220652275,2025-10-15,733,105,판매완료,Plus,128.0,99.0,B,Unknown,610000,아이폰15플러스 블랙128G 배터리 99%,https://web.joongna.com/product/220652275,
220617334,2025-10-14,732,105,예약중,Pro,256.0,90.0,A,Unknown,840000,아이폰15프로 256 자급제(구성품 다수) 판매,https://web.joongna.com/product/220617334,"- 판매물품: 아이폰 15프로 256 화이트티타늄(자급제)

- 구성품: 풀박스(구성품 미사용), 실리콘케이스. 카메라커버-미사용, 케이스티파이 케이스 2종, 15프로용 방수케이스

- 상태: A급(찍힘없음, 상단테두리 기스1) *사진참고
- 최초개통일: 2023년 11월
- 배터리효율: 90% / 사이클수: 534회
- 정상해지, 선택약정 가입가능
- 애플케어플러스 없음

케이스없이 가용한 적 없으며, 현재 풀커버 액정보호필름 장착 상태

쿨거래시 택배비 제가 부담하여 보내드립니다. 직거래 경남 진주

필요하신분 채팅주세요."
220657199,2025-10-13,731,105,판매완료,Pro,128.0,100.0,A,Unknown,790000,아이폰 15 프로 128 블랙 배터리 100% 무상처,https://web.joongna.com/product/220657199,
220576902,2025-10-13,731,105,판매완료,Normal,128.0,100.0,A,Unknown,650000,아이폰 15 블루 128GB 배터리성능 100%,https://web.joongna.com/product/220576902,
220307892,2025-10-13,731,105,판매완료,Pro,256.0,89.0,B,Unknown,740000,아이폰15프로 256 블랙 케어플o 배터리 89,https://web.joongna.com/product/220307892,
220560038,2025-10-13,731,105,판매완료,Pro Max,256.0,100.0,A,Unknown,950000,아이폰15 프로맥스 내추럴티타늄 256 배터리 100,https://web.joongna.com/product/220560038,
220086822,2025-10-13,731,105,판매완료,Pro,128.0,100.0,A,Unknown,700000,배터리 100프로 애케플 ㅇ 아이폰 15 128 블루,https://web.joongna.com/product/220086822,
220598764,2025-10-11,729,105,판매완료,Pro Max,256.0,100.0,A,A (Like New),1090000,아이폰15 프맥 256 화이트 배터리 100% ss급,https://web.joongna.com/product/220598764,
220594247,2025-10-11,729,105,예약중,Pro,512.0,100.0,A,Unknown,900000,[택배 x 네고 x]아이폰 15 프로 화이트 512기가,https://web.joongna.com/product/220594247,"아이폰 15 Pro 화이트 티타늄입니다

- 배터리 성능 최대치 100%
- 사이클 수 70회
- 제조일: 25년 5월
- 최초 사용: 25년 8월


최근 리퍼교체 받아서 거의 새것입니다

이대역 직거래 희망, 택배 x

네고 정중 거절

*교환 및 반품 x
중고나라는 안전한 거래 문화를 위해 노력합니다.
사기 예방을 위해 개인정보나 거래 정보를 주고받는 행위는 이용이 제한될 수 있습니다.
안전한 거래를 위해 안심결제를 이용해 주세요."
220593183,2025-10-11,729,105,판매완료,Normal,128.0,90.0,B,Unknown,550000,"아이폰15 블루,128G,배터리90%,자급제",https://web.joongna.com/product/220593183,
219873421,2025-10-11,729,105,판매완료,Pro,,100.0,A,Unknown,880000,아이폰 15 프로 100% 배터리 애케플포함,https://web.joongna.com/product/219873421,
220532335,2025-10-11,729,105,판매완료,Normal,128.0,95.0,B,Unknown,590000,아이폰15 128g 블랙 배터리 95퍼,https://web.joongna.com/product/220532335,
220571154,2025-10-11,729,105,판매완료,Normal,128.0,90.0,B,Unknown,550000,아이폰15 블루 128기가 / 배터리90%,https://web.joongna.com/product/220571154,
220553627,2025-10-11,729,105,판매완료,Pro Max,,100.0,A,Unknown,950000,"아이폰 15프로맥스 (애케플,배터리100)",https://web.joongna.com/product/220553627,
220352863,2025-10-10,728,105,예약중,Pro,128.0,100.0,B,Unknown,800000,아이폰15프로 블랙 128 배터리효율100%,https://web.joongna.com/product/220352863,"25년 2월부터 사용 약 반년 사용했습니다.
구성품은 박스 , 기기 입니다.
자급제로 구매하여 기기변경 완료한 상태입니다.

배터리효율 100퍼센트이며, 사진촬영을 위해 액정필름 제거해둔 상태입니다 (판매시 부착해서드릴예정)

사용했던 충전 줄은 상태가 별로여서 따로 제공해드리진않습니다ㅠ

상태보면 아시다시피 깨끗하게사용하며 찍힘 및 기스 없습니다.
중고나라는 안전한 거래 문화를 위해 노력합니다.
사기 예방을 위해 개인정보나 거래 정보를 주고받는 행위는 이용이 제한될 수 있습니다.
안전한 거래를 위해 안심결제를 이용해 주세요."
220076103,2025-10-10,728,105,판매완료,Pro,256.0,87.0,B,Unknown,1050000,아이폰15프로 / 256GB / 87% / 8-8,https://web.joongna.com/product/220076103,
220076097,2025-10-10,728,105,판매완료,Pro,256.0,87.0,B,Unknown,1050000,아이폰15프로 / 256GB / 87% / 8-9,https://web.joongna.com/product/220076097,
220076087,2025-10-10,728,105,판매완료,Normal,128.0,86.0,A,A (Like New),690000,아이폰15 / S급 /128GB/86%/8-12,https://web.joongna.com/product/220076087,
220076081,2025-10-10,728,105,판매완료,Normal,128.0,87.0,A,A (Like New),695000,아이폰15/특S급/128GB/87%/8-12,https://web.joongna.com/product/220076081,
220518168,2025-10-09,727,104,예약중,Pro,128.0,86.0,A,Unknown,740000,아이폰15프로 128gb 네츄럴티타늄,https://web.joongna.com/product/220518168,"s급 상태입니다 
스크레치, 기스 없고 상태 좋습니다 

배터리효율 86%
중고나라는 안전한 거래 문화를 위해 노력합니다.
사기 예방을 위해 개인정보나 거래 정보를 주고받는 행위는 이용이 제한될 수 있습니다.
안전한 거래를 위해 안심결제를 이용해 주세요."
220504503,2025-10-09,727,104,판매완료,Pro,512.0,86.0,B,Unknown,860000,아이폰15프로 512gb 86% 화이트,https://web.joongna.com/product/220504503,
220418250,2025-10-08,726,104,예약중,Pro,128.0,87.0,C,Unknown,690000,아이폰15프로 블랙티타늄 (배터리효율 87),https://web.joongna.com/product/220418250,"아이폰 15프로 블랙티타늄 128기가 입니다

>필름 새로 간지 얼마안되었고, 맥세이프 투명케이스 새거 드립니다~!

- 애플스토어 자급제 , 수리 이력 하나 없는 기기입니다. 
- 배터리 성능은 87%로 양호한 편입니다.
(고사양게임 한적 없고, 유튜브/카톡만 함)
- 120HZ주사율과 근래 출시된 프로기기중 가장 가벼워서 실사용하시기 좋습니다
- 전체적으로 상태 깨끗하나, 카메라 끝부분에 약간의 기스. 오른쪽상단 테투리에 약간의 기스 확인됩니다. 
(사용하는데 당연히 전혀문제없음)
제가 초반 일주일정도는 케이스 없이 사용해서 그때 생긴거같아요 ㅠ 

구성품: 새 맥세이프 케이스, 사용하던 케이스, 애플스토어 쇼핑백, 박스(껍데기만있음), c to c 케이블(사용감 꽤 있음)

김포 직거래 합니다!"
220236296,2025-10-08,726,104,판매완료,Normal,256.0,93.0,B,Unknown,690000,아이폰 15+ 블랙 256GB 팝니다 (배터리 93%),https://web.joongna.com/product/220236296,
220455691,2025-10-07,725,104,판매완료,Normal,128.0,90.0,B,Unknown,500000,아이폰 15 핑크 128 배터리 효율 90,https://web.joongna.com/product/220455691,
220421268,2025-10-06,724,104,예약중,Normal,128.0,100.0,A,B/C (Used),590000,아이폰15 128GB(배터리100%)특A급,https://web.joongna.com/product/220421268,"눈에잘안띠는 액정 미세기스 있으며 그외 신품급 입니다
배터리 성능100%
최초사용일 24년12월
몇번안쓰고 그대로 보관중 입니다
충전기 케이블 투명케이스 포함
중고나라는 안전한 거래 문화를 위해 노력합니다.
사기 예방을 위해 개인정보나 거래 정보를 주고받는 행위는 이용이 제한될 수 있습니다.
안전한 거래를 위해 안심결제를 이용해 주세요."
220122004,2025-10-06,724,104,판매완료,Pro,256.0,100.0,A,Unknown,920000,아이폰 15프로 256 티타늄블랙 리퍼폰 효율100,https://web.joongna.com/product/220122004,
220409621,2025-10-05,723,104,판매완료,Pro,256.0,100.0,A,Unknown,870000,아이폰15프로256 내추럴 자급제 배터리100 애플케어,https://web.joongna.com/product/220409621,
220391071,2025-10-05,723,104,예약중,Normal,128.0,88.0,B,Unknown,510000,아이폰 15 128g 블루,https://web.joongna.com/product/220391071,"아이폰 15 블루 128
배터리 88
박스잇습니다
대전 직거래or 택배
4팔38 4공오2 연락주세요
중고나라는 안전한 거래 문화를 위해 노력합니다.
사기 예방을 위해 개인정보나 거래 정보를 주고받는 행위는 이용이 제한될 수 있습니다.
안전한 거래를 위해 안심결제를 이용해 주세요."
220345832,2025-10-04,722,104,판매완료,Pro Max,256.0,100.0,A,Unknown,1050000,아이폰 15 pro max 256 배터리100,https://web.joongna.com/product/220345832,
220352579,2025-10-03,721,104,판매완료,Pro Max,256.0,84.0,B,Unknown,900000,아이폰15프로맥스256gb 84%,https://web.joongna.com/product/220352579,
220294143,2025-10-03,721,104,판매완료,Pro,128.0,93.0,B,Unknown,788000,[수원]아이폰15프로 128G 화이트 (93%/보증남음,https://web.joongna.com/product/220294143,
220195506,2025-10-03,721,104,판매완료,Pro,128.0,97.0,B,Unknown,830000,아이폰 15 프로 128 네츄럴 배터리97%,https://web.joongna.com/product/220195506,
220334287,2025-10-03,721,104,예약중,Pro,128.0,100.0,B,Unknown,900000,아이폰15프로 블랙티타늄 128G,https://web.joongna.com/product/220334287,"아이폰 15프로 블랙티타늄 128G 판매합니다.
2025.10.03 전체 리퍼 진행한 정상해지폰입니다.
배터리 성능: 100%
찍힘,파손,기스: X 
애플케어: X
구성품: 아이폰15프로,박스,미사용 충전케이블,벨킨 강화유리1매, 베이스어스 사생활 보호필름 1매

판매가격:90만원 (적당한선에서 네고 가능합니다.)

직거래: 인천 공항ㅊㄷ 영종도,청라,검암,계양역
택배거래:택포가격으로 중고특성상 노리턴 조건으로 진행합니다."
220328475,2025-10-02,720,103,예약중,Pro,128.0,100.0,A,A (Like New),800000,[리퍼 후 미사용] 아이폰 15 pro 프로 128,https://web.joongna.com/product/220328475,"10월2일 리퍼 후 미사용 제품입니다.
배터리100퍼
정품상자 드립니다.
애플케어플러스 25년 11월 25일까지 (리퍼1회사용)
리퍼 보증기간 10월2일부터 90일간 보증
중고나라는 안전한 거래 문화를 위해 노력합니다.
사기 예방을 위해 개인정보나 거래 정보를 주고받는 행위는 이용이 제한될 수 있습니다.
안전한 거래를 위해 안심결제를 이용해 주세요."
220317006,2025-10-02,720,103,판매완료,Pro,256.0,89.0,B,Unknown,830000,아이폰 15pro 256 89% 애플케어,https://web.joongna.com/product/220317006,
220309349,2025-10-02,720,103,판매완료,Pro,128.0,88.0,A,A (Like New),750000,아이폰 15프로 128g 88% 블루 S급,https://web.joongna.com/product/220309349,
220280933,2025-10-01,719,103,판매완료,Normal,256.0,84.0,C,Unknown,500000,아이폰 15 핑크 256 풀박스 84%,https://web.joongna.com/product/220280933,
220189267,2025-10-01,719,103,예약중,Pro Max,512.0,88.0,B,Unknown,1050000,아이폰15프로맥스 512 실버,https://web.joongna.com/product/220189267,"사진처럼 전체적으로 깨끗합니다
배터리 88%
박스 풀셋
15만원 상당 아크펄스 케이스 
원하시면 같이 드려요

직거래 가능
수원 천천동
택배시 착불입니다"
220068877,2025-09-30,718,103,판매완료,Pro Max,256.0,94.0,B,Unknown,950000,아이폰15프로맥스 256기가 배터리94퍼,https://web.joongna.com/product/220068877,
220201857,2025-09-30,718,103,예약중,Normal,128.0,90.0,A,Unknown,540000,아이폰15 블랙 128팝니다,https://web.joongna.com/product/220201857,"아이폰15 128기가 블랙팝니다
배터리 성능 90% 최초 사용일 24년 9월입니다
박스안 구성품 미사용 풀박스
액정과 뒷판은 흠집 하나도 없습니다
마지막 사진에 보시다시피 오른쪽 밑에만 살짝 찍혔습니다
사설 수리이력없고 배터리도 바꾼적 없습니다
문의주세요"
220197204,2025-09-30,718,103,예약중,Pro,512.0,91.0,A,Unknown,890000,아이폰15프로 512기가 박풀,https://web.joongna.com/product/220197204,"아이폰 15 Pro 블랙티타늄 512GB입니다
Belkin 스크린 프로텍터랑 케이스 같이 드려요~
애플케어플러스 내년 2월 16일까지 입니다.
배터리 91인가 92프로 이고 케이스 항상 끼고 사용해서 기스없습니다. 
유상리퍼 12만원 정도 내고 리퍼받으셔서 사용하시는것도 추천드립니다.

직거래 신천역 또는 은행동 가능하며 월요일 서울 여의도도 가능
중고나라는 안전한 거래 문화를 위해 노력합니다.
사기 예방을 위해 개인정보나 거래 정보를 주고받는 행위는 이용이 제한될 수 있습니다.
안전한 거래를 위해 안심결제를 이용해 주세요."
220232615,2025-09-29,717,103,예약중,Pro,128.0,91.0,C,Unknown,730000,아이폰15프로 화이트 128GB 자급제,https://web.joongna.com/product/220232615,"2년전 구매했구요
다른폰구매하게되어 판매하게됬습니다
생활기스 있을수있지만 전반적으로 깨끗합니다
배터리사이클 91% 
강화유리 부착되있어요
박스있지만 케이블은 제가 사용해서 사용감있어요
케이블 안하시면 조금네고 가능하구요 하신다면 제가 새로구매한 폰에꺼 드리겠습니다
직거래로만 하고싶습니다
중고나라는 안전한 거래 문화를 위해 노력합니다.
사기 예방을 위해 개인정보나 거래 정보를 주고받는 행위는 이용이 제한될 수 있습니다.
안전한 거래를 위해 안심결제를 이용해 주세요."
220224801,2025-09-29,717,103,판매완료,Pro,512.0,87.0,B,Unknown,890000,아이폰15프로 512 배터리 87,https://web.joongna.com/product/220224801,
220219368,2025-09-29,717,103,예약중,Pro,256.0,96.0,A,A (Like New),900000,급처) 아이폰 15 프로 맥스 256g 화이트 S급,https://web.joongna.com/product/220219368,"배터리 성능 96%
2025.09.29에 광주 TUVA 애플 공식 서비스센터에서 화면 잔상으로 액정 교체 후 사용x
흠집 하나 없이 매우 깨끗하게 사용했습니다.
풀박스로 드려요.
직거래는 전남대 후문(공대쪽문)쪽 원룸까지 찾아와주세요
중고나라는 안전한 거래 문화를 위해 노력합니다.
사기 예방을 위해 개인정보나 거래 정보를 주고받는 행위는 이용이 제한될 수 있습니다.
안전한 거래를 위해 안심결제를 이용해 주세요."
220120577,2025-09-29,717,103,판매완료,Pro,256.0,89.0,B,Unknown,850000,아이폰 15프로 256 스페이스 블랙 배터리89%,https://web.joongna.com/product/220120577,
220194100,2025-09-28,716,103,판매완료,Pro,256.0,100.0,A,Unknown,850000,아이폰15프로 256G 배터리100%,https://web.joongna.com/product/220194100,
220186759,2025-09-28,716,103,판매완료,Pro Max,256.0,100.0,A,Unknown,1000000,아이폰15 프로맥스 256 초ss배터리 100프로,https://web.joongna.com/product/220186759,
220156694,2025-09-27,715,103,판매완료,Pro,256.0,100.0,A,Unknown,860000,아이폰15프로 256G 배터리100%,https://web.joongna.com/product/220156694,
220156316,2025-09-27,715,103,예약중,Pro,256.0,88.0,A,Unknown,1000000,아이폰15pro 256g 무음 / 미국판 / 아이폰무음,https://web.joongna.com/product/220156316,"아이폰15pro 카메라 무음 미국판입니다. 
배터리 효율은 88%이며, 
케이스를 뺀 적이 없어서 기스 없이 매우 깨끗합니다!
17로 핸드폰을 바꿔서 판매합니다😊

박스, 충전기, 여러 케이스들 함께 드립니다. 

*직거래 가능장소: 잠실역, 남양주, 하남, 구리, 경기도 가평"
220119203,2025-09-26,714,103,판매완료,Plus,128.0,84.0,C,Unknown,690000,아이폰15플러스 블랙 128GB/84% 1074,https://web.joongna.com/product/220119203,
220119171,2025-09-26,714,103,판매완료,Plus,128.0,84.0,C,Unknown,690000,아이폰15플러스 블랙 128GB/84% 1074,https://web.joongna.com/product/220119171,
220112362,2025-09-26,714,103,판매완료,Normal,128.0,98.0,B,Unknown,570000,아이폰15 블랙 128 자급제 배터리효율 98,https://web.joongna.com/product/220112362,
220095941,2025-09-26,714,103,판매완료,Pro Max,256.0,85.0,B,Unknown,850000,아이폰 15 프로맥스 256 미국판 효율85% 90,https://web.joongna.com/product/220095941,
219974005,2025-09-25,713,102,판매완료,Pro,128.0,93.0,B,Unknown,700000,아이폰15 프로 128G 블랙 자급제 판매 배터리93%,https://web.joongna.com/product/219974005,
219382025,2025-09-24,712,102,예약중,Pro Max,512.0,82.0,C,A (Like New),1210000,아이폰15프로맥스/특S급/512GB/82%/8-13,https://web.joongna.com/product/219382025,"모든 제품은 기능 검수 완료된 제품입니다.
실제 제품만 촬영한 사진이니 참고해주세요.

✔상품 정보✔
▷ 제품명 : 아이폰15프로맥스
▷ 색상 : 그레이
▷ 용량 : 512GB
▷ 구성품 : 기기 단품
▷ 25% 선택약정가능

► 제품상태 → 특S급

▷ 특S급 : 찍힘, 스크래치 없는 새상품급 컨디션 / 미세기스 존재할 수 있음
▷ S급 : 외관상태양호 / 찍힘, 기스 있음 / 무잔상 제품
▷ A급 : 외관상태양호 / 찍힘, 기스 있음 / 약잔상 제품
▷ B급 : 생활스크래치, 찍힘, 잔상 있는 제품
▷ F급 : LCD파손이나 멍이 있지만 사용하는데 문제는 없는 제품

✔필독 사항✔
 ▷ 기능 이상으로 인한 교환 및 환불 기간은 ""7일""입니다. (단순변심 X)
 (본인과실은 불가하며, 기기 특성상 접히는 구조인 플립/폴드는
 액정이 취약한 편이기 때문에 조심히 사용해 주셔야 합니다.
 기능 문제가 아닌 충격이나 사용으로 인해 생긴 문제(액정나감, 꺼짐, 멍등) 
 로는 교환/반품이 불가한 점 안내드립니다.)"
220014073,2025-09-23,711,102,예약중,Pro,128.0,90.0,C,Unknown,600000,아이폰 15 프로 128gb 화이트 판매,https://web.joongna.com/product/220014073,"사용감 많아요 그래서 싸게 올려요

사진에 보이는 그대로입니다 기스 약간있음

직거래 우선이고 위치는 수원입니다 목,금,토만 거래 가능

택배는 파손면책 동의하셔야 진행가능하시고 풀박스입니다

기능 이상 없는거 확인했고 배터리 효율 90퍼입니다"
220005049,2025-09-23,711,102,판매완료,Plus,128.0,89.0,B,Unknown,600000,아이폰15플러스 블랙 128g 89%,https://web.joongna.com/product/220005049,
220001991,2025-09-23,711,102,판매완료,Pro,128.0,87.0,B,Unknown,720000,아이폰15프로 128GB 화이트 배터리87%,https://web.joongna.com/product/220001991,
219187429,2025-09-23,711,102,판매완료,Pro,256.0,87.0,B,Unknown,1040000,아이폰15프로 / 256GB / 87% / 8-8,https://web.joongna.com/product/219187429,
219187416,2025-09-23,711,102,판매완료,Pro,256.0,87.0,B,Unknown,1050000,아이폰15프로 / 256GB / 87% / 8-9,https://web.joongna.com/product/219187416,
219187404,2025-09-23,711,102,판매완료,Normal,128.0,86.0,A,A (Like New),690000,아이폰15 / S급 /128GB/86%/8-12,https://web.joongna.com/product/219187404,
219187395,2025-09-23,711,102,판매완료,Normal,128.0,87.0,A,A (Like New),695000,아이폰15/특S급/128GB/87%/8-12,https://web.joongna.com/product/219187395,
219187389,2025-09-23,711,102,예약중,Pro Max,512.0,82.0,C,A (Like New),1210000,아이폰15프로맥스/특S급/512GB/82%/8-13,https://web.joongna.com/product/219187389,"모든 제품은 기능 검수 완료된 제품입니다.
실제 제품만 촬영한 사진이니 참고해주세요.

✔상품 정보✔
▷ 제품명 : 아이폰15프로맥스
▷ 색상 : 그레이
▷ 용량 : 512GB
▷ 구성품 : 기기 단품
▷ 25% 선택약정가능

► 제품상태 → 특S급

▷ 특S급 : 찍힘, 스크래치 없는 새상품급 컨디션 / 미세기스 존재할 수 있음
▷ S급 : 외관상태양호 / 찍힘, 기스 있음 / 무잔상 제품
▷ A급 : 외관상태양호 / 찍힘, 기스 있음 / 약잔상 제품
▷ B급 : 생활스크래치, 찍힘, 잔상 있는 제품
▷ F급 : LCD파손이나 멍이 있지만 사용하는데 문제는 없는 제품

✔필독 사항✔
 ▷ 기능 이상으로 인한 교환 및 환불 기간은 ""7일""입니다. (단순변심 X)
 (본인과실은 불가하며, 기기 특성상 접히는 구조인 플립/폴드는
 액정이 취약한 편이기 때문에 조심히 사용해 주셔야 합니다.
 기능 문제가 아닌 충격이나 사용으로 인해 생긴 문제(액정나감, 꺼짐, 멍등) 
 로는 교환/반품이 불가한 점 안내드립니다.)"
219977394,2025-09-23,711,102,예약중,Pro,256.0,100.0,A,Unknown,900000,아이폰15프로내추럴 티타늄 256G 배터리100,https://web.joongna.com/product/219977394,"아이폰 15 Pro 내추럴 티타늄 팝니다

깨끗하게 사용했습니다
강화유리 붙이고 사용하여 화면 기스나 하자 없고
케이스 끼고 사용하여 기스나 찍힘 없습니다
배터리 성능 100%
박스 및 나머지 구성은 다 있으나 충전케이블 없습니다

일산 파주 직거래 원합니다.
중고나라는 안전한 거래 문화를 위해 노력합니다.
사기 예방을 위해 개인정보나 거래 정보를 주고받는 행위는 이용이 제한될 수 있습니다.
안전한 거래를 위해 안심결제를 이용해 주세요."
219600242,2025-09-23,711,102,판매완료,Pro Max,,99.0,A,A (Like New),1090000,SS급 아이폰15프로맥스 배터리 99% 애플케어,https://web.joongna.com/product/219600242,
